Date,Open,High,Low,Close,Adj Close,Volume
2019-05-10,3550.000000,3560.000000,3430.000000,3510.000000,3385.341797,35900800
2019-05-13,3550.000000,3550.000000,3490.000000,3490.000000,3366.052246,22691900
2019-05-14,3440.000000,3480.000000,3420.000000,3450.000000,3327.472900,26705400
2019-05-15,3490.000000,3490.000000,3400.000000,3400.000000,3279.248535,18713800
2019-05-16,3350.000000,3420.000000,3350.000000,3350.000000,3231.024414,24181000
2019-05-17,3400.000000,3430.000000,3300.000000,3300.000000,3182.800049,21910600
2019-05-20,3240.000000,3300.000000,3200.000000,3260.000000,3260.000000,27137700
2019-05-21,3250.000000,3330.000000,3250.000000,3270.000000,3270.000000,24828300
2019-05-22,3270.000000,3300.000000,3220.000000,3260.000000,3260.000000,11146900
2019-05-23,3230.000000,3310.000000,3230.000000,3280.000000,3280.000000,18530200
2019-05-24,3310.000000,3330.000000,3270.000000,3290.000000,3290.000000,21196600
2019-05-27,3280.000000,3300.000000,3260.000000,3260.000000,3260.000000,16812900
2019-05-28,3260.000000,3280.000000,3220.000000,3230.000000,3230.000000,51010300
2019-05-29,3250.000000,3300.000000,3230.000000,3300.000000,3300.000000,16456400
2019-05-30,3300.000000,3300.000000,3300.000000,3300.000000,3300.000000,0
2019-05-31,3300.000000,3390.000000,3300.000000,3380.000000,3380.000000,29721300
2019-06-03,3380.000000,3380.000000,3380.000000,3380.000000,3380.000000,0
2019-06-04,3380.000000,3380.000000,3380.000000,3380.000000,3380.000000,0
2019-06-05,3380.000000,3380.000000,3380.000000,3380.000000,3380.000000,0
2019-06-06,3380.000000,3380.000000,3380.000000,3380.000000,3380.000000,0
2019-06-07,3380.000000,3380.000000,3380.000000,3380.000000,3380.000000,0
2019-06-10,3420.000000,3440.000000,3350.000000,3360.000000,3360.000000,20458400
2019-06-11,3350.000000,3420.000000,3330.000000,3380.000000,3380.000000,17775300
2019-06-12,3370.000000,3470.000000,3370.000000,3380.000000,3380.000000,17581100
